[100/800] Game 113: 1-0, 65 positions, 48.9s, 1.3 moves/s
[101/800] Game 90: 0-1, 202 positions, 153.8s, 1.3 moves/s
[102/800] Game 102: 0-1, 108 positions, 88.2s, 1.2 moves/s
[103/800] Game 107: 1-0, 103 positions, 84.3s, 1.2 moves/s
[104/800] Game 100: 1-0, 119 positions, 98.6s, 1.2 moves/s
[105/800] Game 115: 0-1, 70 positions, 56.9s, 1.2 moves/s
[106/800] Game 108: 0-1, 118 positions, 92.6s, 1.3 moves/s
[107/800] Game 105: 0-1, 128 positions, 95.9s, 1.3 moves/s
[108/800] Game 94: 1-0, 203 positions, 149.3s, 1.4 moves/s
[109/800] Game 106: 0-1, 144 positions, 101.7s, 1.4 moves/s
[110/800] Game 116: 1-0, 85 positions, 63.5s, 1.3 moves/s
[111/800] Game 111: 1/2-1/2, 120 positions, 89.1s, 1.3 moves/s
[112/800] Game 112: 0-1, 116 positions, 94.4s, 1.2 moves/s
[113/800] Game 114: 0-1, 114 positions, 89.2s, 1.3 moves/s
[114/800] Game 118: 1-0, 99 positions, 71.7s, 1.4 moves/s
[115/800] Game 124: 1/2-1/2, 66 positions, 47.3s, 1.4 moves/s
[116/800] Game 104: 1/2-1/2, 177 positions, 130.1s, 1.4 moves/s
[117/800] Game 97: 1-0, 239 positions, 166.3s, 1.4 moves/s
[118/800] Game 109: 0-1, 188 positions, 127.3s, 1.5 moves/s
[119/800] Game 122: 0-1, 64 positions, 56.6s, 1.1 moves/s
[120/800] Game 119: 1-0, 111 positions, 84.3s, 1.3 moves/s
[121/800] Game 121: 1/2-1/2, 110 positions, 73.4s, 1.5 moves/s
[122/800] Game 120: 1/2-1/2, 124 positions, 88.3s, 1.4 moves/s
[123/800] Game 126: 0-1, 86 positions, 62.9s, 1.4 moves/s
[124/800] Game 117: 1-0, 169 positions, 120.3s, 1.4 moves/s
[125/800] Game 129: 1/2-1/2, 97 positions, 72.9s, 1.3 moves/s
[126/800] Game 125: 1-0, 125 positions, 96.0s, 1.3 moves/s
[127/800] Game 128: 1-0, 117 positions, 90.6s, 1.3 moves/s
[128/800] Game 123: 0-1, 142 positions, 103.0s, 1.4 moves/s
[129/800] Game 141: 0-1, 74 positions, 56.6s, 1.3 moves/s
[130/800] Game 132: 1/2-1/2, 127 positions, 90.0s, 1.4 moves/s
[131/800] Game 133: 1-0, 121 positions, 89.3s, 1.4 moves/s
[132/800] Game 135: 0-1, 124 positions, 94.6s, 1.3 moves/s
[133/800] Game 139: 1/2-1/2, 111 positions, 80.4s, 1.4 moves/s
[134/800] Game 130: 1/2-1/2, 150 positions, 113.9s, 1.3 moves/s
[135/800] Game 143: 1/2-1/2, 107 positions, 78.2s, 1.4 moves/s
[136/800] Game 134: 0-1, 160 positions, 114.2s, 1.4 moves/s
[137/800] Game 149: 1-0, 69 positions, 60.6s, 1.1 moves/s
[138/800] Game 127: 1-0, 215 positions, 156.4s, 1.4 moves/s
[139/800] Game 138: 0-1, 160 positions, 119.2s, 1.3 moves/s
[140/800] Game 145: 1/2-1/2, 146 positions, 105.7s, 1.4 moves/s
[141/800] Game 146: 1/2-1/2, 126 positions, 103.2s, 1.2 moves/s
[142/800] Game 147: 0-1, 146 positions, 106.6s, 1.4 moves/s
[143/800] Game 137: 1/2-1/2, 172 positions, 128.5s, 1.3 moves/s
[144/800] Game 156: 1/2-1/2, 76 positions, 66.0s, 1.2 moves/s
[145/800] Game 148: 1-0, 137 positions, 102.3s, 1.3 moves/s
[146/800] Game 150: 1/2-1/2, 125 positions, 89.6s, 1.4 moves/s
[147/800] Game 144: 1/2-1/2, 172 positions, 128.7s, 1.3 moves/s
[148/800] Game 154: 1/2-1/2, 107 positions, 81.4s, 1.3 moves/s
[149/800] Game 159: 1-0, 79 positions, 59.5s, 1.3 moves/s
[150/800] Game 142: 0-1, 186 positions, 143.5s, 1.3 moves/s
[151/800] Game 136: 1-0, 203 positions, 161.4s, 1.3 moves/s
[152/800] Game 152: 0-1, 116 positions, 96.4s, 1.2 moves/s
[153/800] Game 151: 1-0, 139 positions, 102.4s, 1.4 moves/s
